  1, 0.556, 0.333, 0.667, 0.500
  2, 0.556, 0.333, 0.667, 0.500
  3, 0.556, 0.333, 0.667, 0.500
  4, 0.556, 0.333, 0.667, 0.500
  5, 0.789, 0.685, 0.842, 0.763
  6, 0.822, 0.735, 0.867, 0.801
  7, 0.849, 0.775, 0.887, 0.831
  8, 0.877, 0.816, 0.908, 0.862
  9, 0.893, 0.841, 0.920, 0.881
 10, 0.941, 0.912, 0.956, 0.934
 11, 0.944, 0.917, 0.958, 0.938
 12, 0.943, 0.915, 0.958, 0.936
 13, 0.943, 0.915, 0.958, 0.936
 14, 0.944, 0.917, 0.958, 0.938
 15, 0.959, 0.938, 0.969, 0.954
 16, 0.960, 0.940, 0.970, 0.955
 17, 0.960, 0.940, 0.970, 0.955
 18, 0.961, 0.942, 0.971, 0.956
 19, 0.962, 0.943, 0.972, 0.957
 20, 0.963, 0.944, 0.972, 0.958
 21, 0.963, 0.945, 0.972, 0.958
 22, 0.963, 0.945, 0.972, 0.958
 23, 0.962, 0.943, 0.971, 0.957
 24, 0.962, 0.943, 0.971, 0.957
 25, 0.962, 0.943, 0.971, 0.957
 26, 0.962, 0.943, 0.972, 0.957
 27, 0.962, 0.943, 0.972, 0.957
 28, 0.962, 0.943, 0.972, 0.957
 29, 0.962, 0.943, 0.972, 0.957
 30, 0.960, 0.940, 0.970, 0.955
 31, 0.960, 0.940, 0.970, 0.955
 32, 0.960, 0.940, 0.970, 0.955
 33, 0.958, 0.936, 0.968, 0.952
 34, 0.958, 0.936, 0.968, 0.952
 35, 0.956, 0.933, 0.966, 0.950
 36, 0.953, 0.929, 0.965, 0.947
 37, 0.951, 0.926, 0.963, 0.944
 38, 0.951, 0.926, 0.963, 0.945
 39, 0.950, 0.924, 0.962, 0.943
 40, 0.949, 0.922, 0.961, 0.942
